name,school_type,establishment,education_office,homepage,zipcode,address,address_detail,sido,sigungu,sublocal,departments,track_auto,school_code,phone_principal,phone_academic,phone_admin,phone_career,fax
양평전자과학고등학교,특성화고,공립,경기도교육청,ypes-h.goeyp.kr,12582,경기도 양평군 양서면 대심상심길 13,양평전자과학고등학교,경기도,양평군,양서면,전기제어과 / 전자정보과,공업계/IT,J100000714,031-5175-0910,031-5175-0901,031-5175-0900,031-5175-0918,070-7815-6976
여주자영농업고등학교,특성화고,공립,경기도교육청,farms-h.goeyj.kr,12643,경기도 여주시 세종대왕면 농도원1길 78-1,여주자영농업고등학교,경기도,여주시,세종대왕면,산림조경 / 동물자원 / 식품가공 / 스마트팜,기타,J100000722,031-880-2701,031-883-2843,031-883-2842,031-880-2749,031-883-2841
여주제일고등학교,일반고(종합고),사립,경기도교육청,www.goeyj.kr/yeojufirst-h/main.do,12661,경기도 여주시 가남읍 여주남로 1155-15,여주제일고등학교,경기도,여주시,가남읍,비즈니스콘텐츠과,공업계/IT,J100000723,031-882-3352,031-882-3352,031-882-3351,031-883-3308,031-882-3301
연천고등학교,일반고(종합고),공립,경기도교육청,yeoncheon-h.goeyc.kr,11013,경기도 연천군 연천읍 연천로336번길 13,연천고등학교,경기도,연천군,연천읍,스마트팜산업과 / 스마트S/W콘텐츠과,공업계/IT,J100000726,031-834-1425,031-834-1427,031-834-1426,031-824-9475,031-834-2321
영북고등학교,특성화고,공립,경기도교육청,youngbuk-h.goepc.kr,11104,경기도 포천시 영북면 영북로 136,영북고등학교,경기도,포천시,영북면,부사관과 / 드론과,공업계/IT,J100000731,031-538-8100,031-532-6062,031-532-6061,031-538-8153,031-531-1236
오산정보고등학교,특성화고,공립,경기도교육청,osani-h.goehs.kr,447130,경기도 오산시 청학동 청학로,5번길 20,경기도,오산시,청학동,지식재산경영과 / 자산관리과 / 마케팅콘텐츠과 / 융합소프트웨어과 / 브랜드디자인과 / 스마트IT과,공업계/IT,J100000737,031-370-5607,031-370-5620,031-370-5600,031-370-5671,031-370-5612
용문고등학교,일반고(종합고),사립,경기도교육청,yongmun-h.goeyp.kr,476845,경기도 양평군 용문면 용문로,437 용문고등학교,경기도,양평군,용문면,회계금융,상업계,J100000739,031-771-5257,031-773-3533,031-773-3534,070-7862-3421,031-771-1103
용인바이오고등학교,특성화고,공립,경기도교육청,yibio-h.goeyi.kr,449832,경기도 용인시 처인구 이동면 경기동로687번길,28-14,경기도,용인시 처인구,이동면,바이오식품과 / 조경디자인과 / 레저동물과,공업계/IT,J100000741,031-8097-2601,031-8097-3540,031-8097-2605,031-8097-2570,031-8097-2618
의정부공업고등학교,특성화고,공립,경기도교육청,ujbtech-h.goeujb.kr,11682,경기도 의정부시 가능로 57,의정부공업고등학교,경기도,의정부시,가능로,화학시스템공업과 / 건설정보과 / 자동차과 / 컴퓨터응용기계과 / 전기에너지과 / 건축디자인과 / 스마트전자과 / 반도체과,공업계/IT,J100000757,031-820-9601,031-820-9702,031-820-9605,031-820-9772,031-826-0054
이천세무고등학교,특성화고,공립,경기도교육청,semu.goeic.kr,467881,경기 이천시 설성면 금당리,175번지,경기도,이천시,설성면,세무회계과 / 세무정보과,공업계/IT,J100000450,031-641-6040,031-641-6039,031-641-6038,031-641-2950,031-641-5944
이천제일고등학교,일반고(종합고),공립,경기도교육청,2000hs.goeic.kr,467050,경기도 이천시 안흥동 애련정로,26,경기도,이천시,안흥동,조경원예과 / 요업디자인과 / 농업토목과 / 식품가공과 / 디지털전자과 / 전산응용기계과,공업계/IT,J100000762,031-644-7201,031-644-7212,031-633-3271,,031-633-3276
일동고등학교,일반고(종합고),공립,경기도교육청,ildong-h.goepc.kr,487851,경기도 포천시 일동면 화동로1079번길,28 일동종합고등학교,경기도,포천시,일동면,정보처리과 / K-뷰티경영과,공업계/IT,J100000770,031-532-3816,031-532-3815,031-532-3811,031-532-3832,031-532-4815
일산고등학교,특성화고,공립,경기도교육청,ilsanth-h.goegy.kr,411310,경기 고양시 일산서구 일산동,966-50,경기도,고양시 일산서구,일산동,조리디자인과 / 인테리어디자인과 / 뷰티디자인과 / 제과제빵과 / 바이오화장품과 / IoT디자인과 / 스마트공간디자인과,공업계/IT,J100000771,031-910-1100,031-910-1130,031-910-1110,031-910-1157,031-975-2480
일산국제컨벤션고등학교,특성화고,공립,경기도교육청,ilsan-h.goegy.kr,411848,경기도 고양시 일산서구 주엽동 고봉로,133 일산국제컨벤션고등학교,경기도,고양시 일산서구,주엽동,컨벤션관광과 / 광고디자인과 / 컨벤션경영과 / 패션코디네이션과 / IT소프트웨어과 / 웹툰앤콘텐츠디자인과,공업계/IT,J100000775,031-929-0100,031-912-8033,031-912-8034,031-929-0141,031-912-8005
일죽고등학교,특성화고,공립,경기도교육청,iljuk-h.goean.kr,17529,경기도 안성시 일죽면 서동대로 7446,일죽중·고등학교,경기도,안성시,일죽면,골프산업경영과 / 레저식품경영과,상업계,J100000777,031-8046-6210,031-8046-6250,031-8046-6200,031-8046-6244,031-674-7128
적성융합고등학교,특성화고,공립,경기도교육청,jeokseong-h.goepj.kr,413913,경기도 파주시 적성면 솥뒤로33번길,적성융합고등학교,경기도,파주시,적성면,부사관과 / e커머스과,기타,J100000784,031-959-3736,031-959-4169,031-959-4034,031-959-4169,031-958-4140
전곡고등학교,일반고(종합고),공립,경기도교육청,jeongok-h.goeyc.kr,486902,경기도 연천군 전곡읍 은대리,506-1,경기도,연천군,전곡읍,미래자동차디자인과,공업계/IT,J100000786,031-832-2283,070-5056-4601,031-832-2089,070-5056-4648,070-8282-5186
조종고등학교,일반고(종합고),공립,경기도교육청,jojong-h.goegp.kr,477834,경기도 가평군 하면 연등윗길,22 가평조종중고등학교,경기도,가평군,하면,회계정보과 / 스마트코딩경영과,공업계/IT,J100000796,031-585-0382,031-585-0383,031-585-0382,031-589-7325,031-584-3769
죽산고등학교,일반고(종합고),공립,경기도교육청,juksan-mh.goean.kr,17519,경기도 안성시 죽산면 죽산향교길 52-9,죽산고등학교,경기도,안성시,죽산면,SNS마케터 / 피지컬컴퓨팅,기타,J100000800,031-676-6014,070-4630-7851,070-4630-7801,070-4630-7865,031-6750674
지평고등학교,일반고(종합고),공립,경기도교육청,jp-h.goeyp.kr,12541,경기도 양평군 지평면 지평로 418,지평고등학교,경기도,양평군,지평면,보건간호과,서비스/생활,J100000805,031-773-7841,031-773-2714,031-773-7842,070-7863-0469,031-771-1536
진위고등학교,일반고(종합고),사립,경기도교육청,jinwee-h.goept.kr/,17714,경기도 평택시 진위면 진위서로 47,진위고등학교,경기도,평택시,진위면,정보처리과 / 사무자동화과 / 소자본창업과 / 그래픽미디어과,공업계/IT,J100000810,031-646-0200,031-646-0202,031-646-0152,031-646-0268,031-668-1308
창의경영고등학교,특성화고,공립,경기도교육청,cem-h.goegm.kr,423823,경기도 광명시 소하동 기아로13번안길,9-9,경기도,광명시,소하동,콘텐츠디자인과 / 관광경영과 / 인플루언서마케팅과 / 스포츠경영과 / 스마트회계과 / 스마트IT과,공업계/IT,J100000488,02-2081-4500,02-2081-4520,02-2081-4504,02-2081-4564,02-2081-4583
청담고등학교,특성화고,사립,경기도교육청,cheongdam-h.goept.kr,17991,경기도 평택시 팽성읍 팽성송화로 192,청담고등학교,경기도,평택시,팽성읍,금융경영과 / 부사관과 / 스포츠레저과 / 소방안전과 / 영상콘텐츠과 / 게임디자인과,공업계/IT,J100000813,031-691-7634,031-691-9100,031-691-8095,031-8029-5784,031-691-8096
청평고등학교,일반고(종합고),공립,경기도교육청,cheongpyeong-h.goegp.kr,12454,경기도 가평군 청평면 강변나루로40번길 23,청평고등학교,경기도,가평군,청평면,에코시스템디자인과 / 유비쿼터스전기전자과 / 건축디자인과 / 전기전자과,공업계/IT,J100000817,031-589-5505,031-589-5512,031-589-5501,031-589-5580,031-589-5507
통진고등학교,일반고(종합고),사립,경기도교육청,tongjin-h.gpoe.kr,10032,경기도 김포시 통진읍 김포대로 2165,통진고등학교,경기도,김포시,통진읍,금융세무과 / IT융합과,상업계,J100000826,031-987-0124,031-987-0127,031-987-0124,070-7862-4164,031-992-0333
파주여자고등학교,일반고(종합고),사립,경기도교육청,paju-h.goepj.kr,413813,경기도 파주시 월롱면 영태리,529,경기도,파주시,월롱면,외식경영과 / 공공사무행정과 / 카페베이커리과 / 뷰티아트과,상업계,J100000831,031-944-1810,031-944-4688,031-943-2504,031-948-1539,031-944-4687
평촌경영고등학교,특성화고,공립,경기도교육청,pcm-h.goeay.kr,431814,경기도 안양시 동안구 관양동 학의로,186(관양동) 평촌경영고등학교,경기도,안양시 동안구,관양동,외식조리과 / 스포츠산업경영과 / 미디어인플루언서과 / 미래융합경영과 / AI융합과 / 웰니스관광과 / 관광외국어과 / 크리에이티브 디자인과,공업계/IT,J100000836,,031-387-0271,031-387-0274,031-387-9204,031-387-0276
평촌과학기술고등학교,특성화고,공립,경기도교육청,pcst-h.goeay.kr,14110,경기도 안양시 동안구 갈산로 16,13 평촌공업고등학교,경기도,안양시 동안구,갈산로,전자기계과 / 아트 앤 디자인과 / 스마트전자과 / 스마트전기과 / 스마트기계과,공업계/IT,J100000835,031-390-4701,031-390-4710,031-390-4885,031-390-4860,031-390-4799
평택마이스터고등학교,마이스터고,공립,경기도교육청,ptmt-h.goept.kr,17890,경기도 평택시 중앙1로 61,평택마이스터고등학교,경기도,평택시,중앙1로,정밀기계과 / 금형설계과 / 스마트자동화과 / 전기전자과 / 기계전자융합계열과,공업계/IT,J100000838,031-659-1200,031-659-1213,031-659-1204,031-659-1239,031-659-3011
평택여자고등학교,일반고(종합고),공립,경기도교육청,pyeongtaek-gh-h.goept.kr,450815,경기도 평택시 세교동 영신로,220번지(세교동),경기도,평택시,세교동,경영정보과,공업계/IT,J100000840,031-690-0700,031-690-0690,031-690-0600,031-690-0760,031-690-0789
포천일고등학교,일반고(종합고),공립,경기도교육청,pocheonil-h.goepc.kr,487878,경기도 포천시 군내면 청군로,3426,경기도,포천시,군내면,스마트서비스경영과 / 창업콘텐츠과 / 식품반려동물자원과,공업계/IT,J100000843,031-535-0691,031-535-0693,031-535-0692,031-535-6818,031-532-0698
하남경영고등학교,특성화고,공립,경기도교육청,hanambiz-h.goegh.kr,12955,경기도 하남시 대청로116번길 11,(창우동),경기도,하남시,대청로116번길,보건간호과 / 서비스디자인과 / 스마트IT과 / 스마트경영과 / 카페플랫폼경영과,상업계,J100000849,031-795-6307,031-795-6303~4,031-795-6306,070-7858-5560,031-796-0107
하성고등학교,일반고(종합고),공립,경기도교육청,www.gpoe.kr/haseong-h/main.do,415882,경기도 김포시 하성면 애기봉로806번길,30,경기도,김포시,하성면,컨벤션경영과,상업계,J100000850,031-988-7261,031-988-7265,031-988-7261,031-988-7265,031-981-1766
한국관광고등학교,특성화고,사립,경기도교육청,tourism.hs.kr,17789,경기도 평택시 고덕면 고덕북로 185,한국관광고등학교,경기도,평택시,고덕면,관광영어통역과 / 관광일본어통역과 / 관광중국어통역과,서비스/생활,J100000853,,,,,
한국도예고등학교,특성화고,공립,경기도교육청,doyego.goeic.kr,17307,경기도 이천시 신둔면 둔터로 61,"(신둔면, 한국도예고등학교)",경기도,이천시,신둔면,도예과,기타,J100000854,031-638-6841,031--638-6841,031-638-6841,031-638-6841,031-638-6842
한국디지털미디어고등학교,특성화고,사립,경기도교육청,www.dimigo.hs.kr,425840,경기 안산시 단원구 와동,산27-1,경기도,안산시 단원구,와동,디지털콘텐츠과 / 이비즈니스과 / 해킹방어과 / 웹프로그래밍학과,공업계/IT,J100000855,031-363-7802,031-363-7800,031-363-7874,031-363-7890,031-363-7809
한국문화영상고등학교,특성화고,사립,경기도교육청,kcm-h.goedy.kr/,11314,경기도 동두천시 평화로2452번길 32,한국문화영상고등학교,경기도,동두천시,평화로2452번길,영상비즈니스과 / 금융비즈니스과 / 관광비즈니스과 / 스마트경영과 / 영상콘텐츠과 / 관광서비스과 / 디자인콘텐츠과,공업계/IT,J100000538,031-860-7304,031-860-7300,031-860-7334,031-860-7389,031-864-0852
한국애니메이션고등학교,특성화고,공립,경기도교육청,anigo-h.goegh.kr/anigo-h/main.do,13023,경기도 하남시 검단산로 223,한국애니메이션고등학교,경기도,하남시,검단산로,영상연출과 / 애니메이션과 / 컴퓨터게임제작과 / 만화창작과,공업계/IT,J100000856,031-790-9011,031-790-9041,031-790-9000,031-790-9032~9034,031-791-0548
한국외식과학고등학교,특성화고,사립,경기도교육청,KFS-H.GOEDY.KR,482873,경기 양주시 남면 신산리,개나리18길 1  한국외식과학고등학교,경기도,양주시,남면,조리과학과 / 카페베이커리관광과,서비스/생활,J100000517,031-863-6124,031-863-6126,031-863-6124,031-863-6126,031-863-8066
한국조리과학고등학교,특성화고,사립,경기도교육청,www.kcas.hs.kr,14927,경기도 시흥시 금오로 640,한국조리과학고등학교,경기도,시흥시,금오로,조리과,서비스/생활,J100000857,02-2610-4601,02-2610-4694,02-2610-4600,02-2610-4614,02-2610-4680
한봄고등학교,특성화고,사립,경기도교육청,hanbom-h.goesw.kr,441440,경기도 수원시 권선구 탑동 호매실로,46-93번지,경기도,수원시 권선구,탑동,뷰티아트과 / 빅데이터정보과 / 스마트제어과 / 시각디자인과 / 캐릭터창작과,공업계/IT,J100000653,070-7860-7401,031-293-3090(내선번호:2),031-293-3090(내선번호:1),031-293-3090(내선번호:3),031-893-8734
홍익디자인고등학교,특성화고,사립,경기도교육청,https://hongik-h.goehs.kr/,18343,경기도 화성시 효행로 387,홍익디자인고등학교 (기안동),경기도,화성시,효행로,IT건축디자인과 / IT산업디자인과 / AI시각디자인과,공업계/IT,J100000644,031-8055-3001,031-8055-3012,031-8055-3003,031-8055-3051,031-222-3900
강릉문성고등학교,일반고(종합고),사립,강원특별자치도교육청,kms.gwe.hs.kr,210320,강원 강릉시 지변동,지변길 158,강원특별자치도,강릉시,지변동,사무회계과,상업계,K100000357,033-650-9503,033-650-9513,033-650-9555,033-650-9549,033-650-9577
강릉정보공업고등학교,특성화고,공립,강원특별자치도교육청,git.gwe.hs.kr,25424,강원도 강릉시 주문진읍 학교길 26,강릉정보공업고등학교,강원특별자치도,강릉시,주문진읍,미용디자인과 / 소프트웨어과 / 신재생에너지과 / 그린자동차과 / 조리제빵과 / 보건간호과,공업계/IT,K100000362,033-660-5500,033-660-5530,033-660-5590,033-660-5519,033-660-5526
강릉중앙고등학교,특성화고,공립,강원특별자치도교육청,gja.gwe.hs.kr,210937,강원도 강릉시 입암동 강변로,422,강원특별자치도,강릉시,입암동,기계과 / 전자과 / 전기과 / 조경과 / 건설디자인과 / 항공기계과 / 반도체전기과,공업계/IT,K100000355,033-610-6700,033-610-6611,033-610-6602,033-610-6750,033-610-6759
강원생명과학고등학교,특성화고,공립,강원특별자치도교육청,gangwonbios.gwe.hs.kr,200140,강원도 춘천시 사농동 영서로,2872번지,강원특별자치도,춘천시,사농동,스마트팜도시농업과 / 카페N디저트과 / 플라워가드닝과 / 반려동물케어과,서비스/생활,K100000514,033-258-5801,033-258-5811,033-258-5807,033-258-5853,033-254-3599
강원생활과학고등학교,특성화고,공립,강원특별자치도교육청,gangwonps.gwe.hs.kr,250875,강원 홍천군 남면 양덕원리,66번지,강원특별자치도,홍천군,남면,보건간호과 / 미용예술과,서비스/생활,K100000533,033-439-3695,033-439-3641,033-439-3600,033-439-3654,033-432-3888
강원애니고등학교,특성화고,공립,강원특별자치도교육청,anischool.gwe.hs.kr/,24461,강원특별자치도 춘천시 서면 박사로 1025,강원애니고등학교,강원특별자치도,춘천시,서면,문화콘텐츠과 / 만화창작과 / 애니메이션과 / 방송영상과,공업계/IT,K100003814,033-248-5510,033-248-5512,033-248-5502,033-248-5540,033-248-5599
거진고등학교,특성화고,공립,강원특별자치도교육청,geojin.gwe.hs.kr,219900,강원 고성군 거진읍,432,강원특별자치도,고성군,거진읍,전기전자과,공업계/IT,K100000374,033-680-1700,033-680-1710,033-680-1703,033-680-1780,033-682-1702
김화공업고등학교,특성화고,공립,강원특별자치도교육청,gimhwatech.gwe.hs.kr,269842,강원도 철원군 서면 와수1로,72 김화중.공업고등학교,강원특별자치도,철원군,서면,전기시스템제어과 / 웰빙식품과 / IT융합과,공업계/IT,K100000383,033-458-4221,033-458-4223,033-458-4224,033-458-3359,033-458-5633
도계전산정보고등학교,특성화고,공립,강원특별자치도교육청,dgs.gwe.hs.kr,245905,강원도 삼척시 도계읍 도계느티로,24,강원특별자치도,삼척시,도계읍,경영정보과,공업계/IT,K100000394,033-540-1002,033-540-1001,033-540-1000,033-540-1040,033-541-0096
동광산업과학고등학교,특성화고,공립,강원특별자치도교육청,dongat.gwe.hs.kr,24754,강원특별자치도 고성군 토성면 백촌길 30-15,동광산업과학고등학교,강원특별자치도,고성군,토성면,원예과 / 조리과학과 / 자동차산업과 / 카페플라워과,공업계/IT,K100000398,033-630-3100,033-630-3110,033-630-3201,033-630-3155,033-631-1703
동해광희고등학교,일반고(종합고),사립,강원특별자치도교육청,dhkh.gwe.hs.kr,25806,강원도 동해시 청운로 112,동해광희고등학교,강원특별자치도,동해시,청운로,경영정보과,공업계/IT,K100000400,033-520-0700,033-520-0745,033-520-0701,033-520-0776,033-521-9911
동해상업고등학교,특성화고,공립,강원특별자치도교육청,donghae.gwe.hs.kr,25740,강원도 동해시 느릅재길 65,동해상업고등학교,강원특별자치도,동해시,느릅재길,광고디자인과 / 금융회계과 / 부사관경영과,상업계,K100000402,033-520-2601,033-520-2635,033-520-2603,033-520-2676,033-533-7242
미래고등학교,특성화고,공립,강원특별자치도교육청,mirae.gwe.hs.kr/,26455,강원도 원주시 고문골길 54,미래고등학교,강원특별자치도,원주시,고문골길,전기과 / 건축과 / 토목과 / 컴퓨터응용기계과 / 모바일전자과 / 자동차과 / 드론전자과 / 뷰티케어과,공업계/IT,K100000468,033-747-6161,033-747-6162,033-747-6163,033-747-6130,033-735-6165
상지대관령고등학교,일반고(종합고),사립,강원특별자치도교육청,dhs.gwe.hs.kr,232956,강원도 평창군 대관령면 해당화3길,상지대관령고등학교,강원특별자치도,평창군,대관령면,회계정보과,공업계/IT,K100000387,033-335-5090,033-335-5091,033-335-5095,033-335-5091,033-335-5093
석정여자고등학교,일반고(종합고),사립,강원특별자치도교육청,sjg.gwe.hs.kr,26239,강원특별자치도 영월군 영월읍 영월로 1914-11,석정여자고등학교,강원특별자치도,영월군,영월읍,관광경영과 / 비지니스정보과,공업계/IT,K100000435,033-370-4401,033-370-4405,033-370-4444,033-370-4424,033-370-4464
설악고등학교,일반고(종합고),공립,강원특별자치도교육청,seolak.gwe.hs.kr,217811,강원 속초시 조양동,589-7번지,강원특별자치도,속초시,조양동,회계경영과 / 웹디자인과,상업계,K100000444,033-630-0301,033-630-0330,033-630-0300,033-630-0362,033-630-0402
양양고등학교,일반고(종합고),공립,강원특별자치도교육청,yang.gwe.hs.kr,25029,강원도 양양군 양양읍 복개길 23-12,양양고등학교,강원특별자치도,양양군,양양읍,경영행정과,상업계,K100000457,033-670-8601,033-670-8612,033-670-8600,033-670-8722,033-671-3582
영서고등학교,특성화고,공립,강원특별자치도교육청,yeongseo.gwe.hs.kr,220933,강원도 원주시 관설동 치악로,1384번지,강원특별자치도,원주시,관설동,산업기계과 / 동물자원과 / 식품산업과 / 생활원예과 / 사무행정과 / 유통경영과 / 골프산업과 / 조경디자인과,공업계/IT,K100000469,033-769-5001,033-769-5020,033-769-5000,033-769-5180,033-769-5199
원주금융회계고등학교,특성화고,공립,강원특별자치도교육청,wjfa.gwe.hs.kr,26498,강원도 원주시 부론면 부귀로 35,원주금융회계고등학교,강원특별자치도,원주시,부론면,금융회계과,상업계,K100000417,033-769-1701,033-769-1721,033-769-1700,033-769-1736,033-769-1706
원주의료고등학교,마이스터고,공립,강원특별자치도교육청,www.wonjumedi.com,26370,강원도 원주시 문막읍 원문로 1756,원주의료고등학교,강원특별자치도,원주시,문막읍,의료기계과 / 의료전기전자과 / 바이오의약과,공업계/IT,K100000474,033-730-8100,033-730-8110,033-730-8201,033-730-8181,033-730-8129
정선정보공업고등학교,특성화고,공립,강원특별자치도교육청,jsv.gwe.hs.kr,233807,강원도 정선군 정선읍 용담샛길,2,강원특별자치도,정선군,정선읍,정보처리과 / 토목과 / 금융정보과 / 커피베이커리과,공업계/IT,K100000488,033-560-9401,033-560-9424,033-560-9411,033-560-9455,033-563-9419
주천고등학교,일반고(종합고),공립,강원특별자치도교육청,jucheon.gwe.hs.kr,230854,강원도 영월군 주천면 주천리,주천로 89번길 41,강원특별자치도,영월군,주천면,생명산업자영과,기타,K100000499,033-370-6001,033-370-6041,033-370-6005,033-370-6062,033-370-6090
춘천기계공업고등학교,특성화고,공립,강원특별자치도교육청,ccm.gwe.hs.kr/main.do,24232,강원도 춘천시 후석로462번길 53,춘천기계공업고등학교,강원특별자치도,춘천시,후석로462번길,건축토목과 / 기계과 / 전기과 / 스마트금형과 / 자동차과 / 산업설비과 / 반도체과,공업계/IT,K100000513,033-258-8500,033-258-8502,033-258-8600,033-258-8621,033-258-8693
춘천한샘고등학교,특성화고,공립,강원특별자치도교육청,hansaem.gwe.hs.kr,24206,강원도 춘천시 신북읍 신샘밭로 363-12,춘천한샘고등학교,강원특별자치도,춘천시,신북읍,조리과 / 디자인콘텐츠과 / 뷰티패션과 / 융합소프트웨어과 / 스마트경영과 / 바이오코스메틱과,공업계/IT,K100000516,033-248-8701,033-248-8720,033-248-8700,033-248-8760,033-244-9928
한국소방마이스터고등학교,마이스터고,공립,강원특별자치도교육청,fire-meister.gwe.hs.kr,230801,강원도 영월군 영월읍 영모전길,108,강원특별자치도,영월군,영월읍,소방안전관리과,기타,K100000461,033-373-2763,033-373-2764,033-373-2765,033-834-8960,033-374-1233
한국에너지마이스터고등학교,마이스터고,공립,강원특별자치도교육청,energy.gwe.hs.kr,25933,강원도 삼척시 근덕면 삼척로 3700,한국에너지마이스터고등학교,강원특별자치도,삼척시,근덕면,시스템설비과 / 전기과,공업계/IT,K100000428,033-570-1200,033-570-1246,033-570-1210,033-570-1280,033-570-1205
한국항공고등학교,특성화고,공립,강원특별자치도교육청,kahs.gwe.hs.kr,235100,강원 태백시 장성동,평화길 8-24,강원특별자치도,태백시,장성동,자동차과 / 전기과 / 자동화기계과 / 특수기계과 / 항공정비시스템과,공업계/IT,K100000521,033-580-5900,033-580-5911,033-580-5810,033-580-5827,033-580-5825
함백고등학교,일반고(종합고),공립,강원특별자치도교육청,hambaek.gwe.hs.kr,26141,강원도 정선군 신동읍 함백로 376,함백고등학교,강원특별자치도,정선군,신동읍,유통정보과,공업계/IT,K100000529,033-370-0102,033-370-0140,033-370-0190,033-370-0146,033-378-0065
홍천농업고등학교,특성화고,공립,강원특별자치도교육청,hongnong.gwe.hs.kr,250802,강원 홍천군 홍천읍 결운리,311,강원특별자치도,홍천군,홍천읍,원예과 / 동물자원과,기타,K100000531,033-439-3501,033-439-3511,033-439-3582,033-439-3553,033-439-3510
화천정보산업고등학교,특성화고,공립,강원특별자치도교육청,hcinfo.gwe.hs.kr/,24121,강원도 화천군 화천읍 상승로 69,화천정보산업고등학교,강원특별자치도,화천군,화천읍,행정정보과 / 전기과 / AI게임개발과 / e스포츠산업과,공업계/IT,K100000536,033-440-1600,033-440-1630,033-440-1610,033-440-1654,033-440-1699
황지정보산업고등학교,특성화고,공립,강원특별자치도교육청,hwangji-iih.gwe.hs.kr,26017,강원도 태백시 문화로1길 1,황지정보산업고등학교,강원특별자치도,태백시,문화로1길,회계금융과 / 디지털컨텐츠과 / 스마트비즈니스과,상업계,K100000544,033-550-6501,033-550-6520,033-550-6500,033-550-6552,033-550-6565
대성여자상업고등학교,특성화고,사립,충청북도교육청,school.cbe.go.kr/cds-h/M01,28507,충청북도 청주시 상당구 대성로 220,"(수동, 대성여자상업고등학교)",충청북도,청주시 상당구,대성로,사무경영정보과 / 회계정보과 / 금융정보과,공업계/IT,M100000141,043-255-5000,043-253-7422,043-253-7421,043-257-0610,043-223-0611
영동미래고등학교,특성화고,사립,충청북도교육청,school.cbe.go.kr/ydmirae-h/M01,370803,충청북도 영동군 영동읍 대학로,10,충청북도,영동군,영동읍,보건간호과 / 금융회계과 / 창업경영과 / 유통경영과,상업계,M100000173,043-742-3651,043-742-3653,043-743-3652,043-742-3653,043-743-5126
영동산업과학고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/ydis-h,370807,충청북도 영동군 영동읍 학산영동로,1213호  영동산업과학고등학교,충청북도,영동군,영동읍,바이오식품과 / 융합기계과 / 골프과,공업계/IT,M100000169,043-740-2502,043-740-2501,043-740-2500,043-740-2535,043-740-2549
제천디지털전자고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/jde-h,390872,충청북도 제천시 봉양읍 팔송로,84 제천디지털전자고등학교,충청북도,제천시,봉양읍,보건간호과 / 전기전자과 / IT전자과,공업계/IT,M100000192,043-647-4392,043-647-4391,043-647-4390,043-647-1716,043-647-9306
제천산업고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/jci-h,390200,충청북도 제천시 고명동 단양로10길,160,충청북도,제천시,고명동,뷰티미용과 / 전기제어과 / 기계과,공업계/IT,M100000186,043-646-9664,043-646-9661,043-646-9660,043-646-4194,043-648-9666
제천상업고등학교,특성화고,공립,충청북도교육청,www.jcc.hs.kr,27178,충청북도 제천시 의병대로 243,제천상업고등학교,충청북도,제천시,의병대로,사무행정과 / 금융세무과 / 스포츠경영과,상업계,M100000194,043-640-6701,043-640-6705,043-640-6700,043-640-6741,043-648-4717
증평공업고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/jptec-h,368904,충청북도 증평군 증평읍 광장로,180 증평공업고등학교,충청북도,증평군,증평읍,디자인과 / 컴퓨터전자과 / 건축인테리어과 / 도시공간건설과,공업계/IT,M100000200,043-838-0331,043-838-8384,043-838-0339,043-835-0039,043-838-0341
진천상업고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/jcch-h,365805,충청북도 진천군 진천읍 문화3길,25,충청북도,진천군,진천읍,창업경영과 / 사무행정과,상업계,M100000207,043-533-3501,043-533-3503,043-533-3502,043-533-8834,043-532-5238
청주IT과학고등학교,특성화고,사립,충청북도교육청,school.cbe.go.kr/cjits-h,362823,충청북도 청주시 서원구 현도면 죽암도원로,34-13,충청북도,청주시 서원구,현도면,스마트소프트웨어과 / 인공지능프로그래밍과 / 컴퓨터디자인과,공업계/IT,M100000257,043-269-3231,043-269-3241,043-269-3231,043-269-3241,043-269-4037
청주공업고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/ck-h,28546,충청북도 청주시 상당구 교서로 17,청주공업고등학교,충청북도,청주시 상당구,교서로,정밀기계과 / 화학공업과 / 기계설계과 / 융합설비과 / 항공모빌리티과 / 전기제어과 / 반도제전자과 / 스마트팩토리 / 스마트화학,공업계/IT,M100000215,043-229-5301,"043-229-5308,5420",043-229-5321,043-229-5381,043-253-0352
청주농업고등학교,특성화고,공립,충청북도교육청,school.cbe.go.kr/cjagh-h,363170,충청북도 청주시 청원구 내덕동 내덕로,45 청주농업고등학교,충청북도,청주시 청원구,내덕동,산림환경자원과 / 동물자원과 / 생활원예과 / 농업토목과 / 식품가공과 / 조경과 / 도시농업과 / 반려동물과 / 바이오산업과,공업계/IT,M100000216,043-229-5601,043-229-5700,043-229-5600,043-229-5761,043-252-6674
청주여자상업고등학교,특성화고,사립,충청북도교육청,3croba.hs.kr,362807,충청북도 청주시 서원구 모충동 무심서로,377-1 청주여자상업고등학교,충청북도,청주시 서원구,모충동,경영회계과 / 금융정보과,공업계/IT,M100000223,043-288-7364,043-288-7362,043-288-7363,043-288-7366,043-288-7377
